Member_number,Date,products,Ratings
1898,11/11/2014,rum,5
1946,8/11/2014,meat,4
4075,2/12/2014,cream cheese ,1
2401,25-06-2014,hamburger meat,2
2014,8/10/2014,yogurt,1
2081,18-05-2014,hamburger meat,2
2838,19-04-2014,pastry,2
4319,29-09-2014,pip fruit,1
2122,16-09-2014,rolls/buns,3
3099,20-09-2014,pork,1
2077,28-04-2014,male cosmetics,5
4881,30-12-2014,citrus fruit,4
1373,28-04-2014,tea,4
2514,24-06-2014,newspapers,1
4772,19-12-2014,tropical fruit,4
4592,20-06-2014,herbs,5
1468,12/4/2014,zwieback,2
3879,14-10-2014,tropical fruit,4
3805,20-07-2014,beverages,2
1392,15-08-2014,napkins,3
4961,2/11/2014,whole milk,2
4541,7/10/2014,rolls/buns,3
4206,7/4/2014,whipped/sour cream,4
2187,22-08-2014,beverages,2
1087,25-07-2014,other vegetables,4
3251,5/11/2014,beef,3
3582,8/4/2014,fruit/vegetable juice,4
3924,12/1/2014,hamburger meat,2
3193,29-05-2014,whole milk,2
1371,17-08-2014,root vegetables,5
3111,19-02-2014,citrus fruit,4
1585,20-04-2014,soda,5
4817,13-06-2014,instant coffee,3
4207,21-10-2014,whole milk,2
1158,19-02-2014,whole milk,2
4637,7/4/2014,pastry,2
1231,23-11-2014,hard cheese,2
2217,24-04-2014,whipped/sour cream,4
4933,1/8/2014,whole milk,2
3153,26-10-2014,whipped/sour cream,4
3827,28-02-2014,root vegetables,5
1427,26-06-2014,onions,1
1151,12/12/2014,curd,2
3206,5/11/2014,soda,5
1979,12/4/2014,brown bread,4
2346,23-12-2014,liver loaf,1
1443,13-01-2014,hamburger meat,2
4791,27-02-2014,sausage,2
3321,11/3/2014,white bread,5
4335,17-07-2014,rolls/buns,3
1517,3/9/2014,sausage,2
4140,2/1/2014,curd,2
3140,15-12-2014,chicken,4
4245,21-11-2014,bottled water,4
3481,30-05-2014,yogurt,1
3107,23-04-2014,bottled water,4
3015,7/8/2014,root vegetables,5
4248,9/10/2014,rolls/buns,3
4510,4/12/2014,other vegetables,4
3306,5/6/2014,canned beer,4
1601,9/8/2014,butter,4
2787,28-04-2014,chocolate,5
3931,19-07-2014,ham,1
1590,21-06-2014,fruit/vegetable juice,4
3188,16-10-2014,whole milk,2
4021,9/9/2014,yogurt,1
3785,16-07-2014,cat food,4
1682,10/9/2014,yogurt,1
1480,25-05-2014,beef,3
4165,6/10/2014,pip fruit,1
4786,4/5/2014,pastry,2
4748,19-04-2014,other vegetables,4
4342,1/9/2014,ham,1
2483,21-02-2014,herbs,5
4243,30-03-2014,napkins,3
3075,12/4/2014,organic products,5
1983,26-06-2014,pip fruit,1
4567,16-03-2014,specialty chocolate,5
3459,21-06-2014,pastry,2
2369,23-07-2014,tropical fruit,4
1998,13-10-2014,ice cream,3
4685,20-01-2014,soft cheese,3
2036,20-07-2014,whipped/sour cream,4
1094,26-08-2014,chocolate marshmallow,4
3953,19-05-2014,soda,5
2303,31-01-2014,decalcifier,1
2930,25-04-2014,soda,5
2187,26-12-2014,specialty bar,5
3595,17-01-2014,other vegetables,4
3956,19-12-2014,butter milk,5
1595,26-01-2014,other vegetables,4
2597,25-10-2014,pip fruit,1
1717,6/4/2014,rolls/buns,3
3544,12/3/2014,frozen dessert,3
2226,6/9/2014,sliced cheese,1
3696,2/11/2014,waffles,1
4804,10/8/2014,tropical fruit,4
1333,10/10/2014,citrus fruit,4
4892,27-12-2014,other vegetables,4
2109,22-06-2014,bottled beer,3
1737,4/9/2014,yogurt,1
1778,27-11-2014,bottled water,4
2921,27-11-2014,yogurt,1
1129,25-01-2014,whole milk,2
4739,4/2/2014,flour,2
4024,15-10-2014,other vegetables,4
4140,20-02-2014,hygiene articles,1
2201,30-05-2014,whole milk,2
1815,24-10-2014,yogurt,1
3659,13-04-2014,citrus fruit,4
1569,20-05-2014,rolls/buns,3
3708,27-10-2014,yogurt,1
2394,18-10-2014,sausage,2
2366,7/10/2014,herbs,5
3603,4/11/2014,whole milk,2
1049,7/1/2014,specialty bar,5
4086,17-10-2014,tropical fruit,4
3577,7/2/2014,sugar,2
3487,9/2/2014,rolls/buns,3
1399,23-09-2014,beverages,2
4561,27-01-2014,pastry,2
3571,31-10-2014,pastry,2
1830,7/6/2014,citrus fruit,4
1426,18-11-2014,beef,3
2851,11/4/2014,other vegetables,4
2709,2/4/2014,whole milk,2
1741,8/10/2014,rolls/buns,3
1888,9/5/2014,yogurt,1
3500,20-11-2014,specialty chocolate,5
1136,4/6/2014,rolls/buns,3
4297,3/10/2014,beverages,2
2464,21-10-2014,berries,5
3711,20-05-2014,cat food,4
2508,21-09-2014,meat,4
2901,10/7/2014,processed cheese,4
1142,10/12/2014,rolls/buns,3
1564,15-11-2014,root vegetables,5
4791,4/2/2014,sausage,2
1150,29-08-2014,pip fruit,1
1499,11/5/2014,root vegetables,5
3278,13-03-2014,dish cleaner,1
1038,28-01-2014,margarine,3
3225,23-07-2014,tropical fruit,4
1728,22-06-2014,rolls/buns,3
3361,24-12-2014,pork,1
1349,13-12-2014,curd,2
3315,25-09-2014,rolls/buns,3
1897,15-07-2014,candles,2
2883,9/5/2014,hamburger meat,2
4341,12/2/2014,other vegetables,4
4933,21-04-2014,yogurt,1
4926,20-11-2014,rolls/buns,3
4256,3/2/2014,processed cheese,4
1450,20-05-2014,canned beer,4
4369,5/8/2014,butter milk,5
3266,14-12-2014,pork,1
2287,4/5/2014,flour,2
4444,9/7/2014,bottled water,4
1860,26-07-2014,soda,5
2854,19-06-2014,rolls/buns,3
1929,14-04-2014,rolls/buns,3
3105,12/4/2014,butter,4
1628,25-10-2014,pastry,2
4077,31-01-2014,coffee,3
3864,26-03-2014,bottled water,4
2024,17-05-2014,margarine,3
4635,17-10-2014,yogurt,1
2996,29-04-2014,coffee,3
4823,6/4/2014,root vegetables,5
2253,16-12-2014,root vegetables,5
4527,2/1/2014,brown bread,4
4692,29-08-2014,citrus fruit,4
5000,9/3/2014,fruit/vegetable juice,4
1736,11/3/2014,butter,4
2702,12/11/2014,bottled water,4
2065,28-01-2014,soda,5
1361,3/9/2014,rolls/buns,3
4721,26-01-2014,fruit/vegetable juice,4
3529,23-01-2014,fruit/vegetable juice,4
1052,5/12/2014,soda,5
2178,26-01-2014,beef,3
4883,26-12-2014,UHT-milk,2
1899,7/2/2014,soda,5
4679,2/2/2014,beef,3
2115,19-09-2014,canned beer,4
4418,12/9/2014,whole milk,2
4479,25-11-2014,rolls/buns,3
2048,24-11-2014,whole milk,2
1083,15-11-2014,hamburger meat,2
3725,20-09-2014,root vegetables,5
2481,7/8/2014,tropical fruit,4
1133,3/8/2014,yogurt,1
4464,19-05-2014,other vegetables,4
1591,19-12-2014,root vegetables,5
1964,30-08-2014,shopping bags,3
4594,28-11-2014,chocolate,5
1087,13-10-2014,ham,1
1664,6/10/2014,pork,1
2233,29-10-2014,frozen fish,2
4300,1/10/2014,citrus fruit,4
1955,16-11-2014,rolls/buns,3
3215,26-02-2014,rolls/buns,3
1407,3/11/2014,whole milk,2
2401,28-02-2014,other vegetables,4
4771,2/11/2014,meat,4
1776,28-04-2014,margarine,3
2185,4/9/2014,other vegetables,4
3465,30-09-2014,tropical fruit,4
4780,14-08-2014,root vegetables,5
1798,4/7/2014,yogurt,1
4148,26-06-2014,domestic eggs,3
2008,17-03-2014,root vegetables,5
4487,18-08-2014,spread cheese,2
4962,6/6/2014,hygiene articles,1
2411,24-03-2014,herbs,5
1879,2/10/2014,chocolate,5
1419,21-10-2014,cat food,4
3063,8/2/2014,frozen vegetables,4
1483,3/1/2014,pastry,2
2329,28-05-2014,misc. beverages,5
2524,22-08-2014,tea,4
2239,1/12/2014,curd,2
3668,5/9/2014,pip fruit,1
2340,8/4/2014,whole milk,2
4464,26-08-2014,candy,5
3737,6/4/2014,soda,5
3538,1/2/2014,waffles,1
1772,13-11-2014,yogurt,1
2451,2/8/2014,candy,5
3966,19-06-2014,root vegetables,5
4135,11/5/2014,whole milk,2
2747,24-09-2014,yogurt,1
1013,26-03-2014,tropical fruit,4
1356,19-12-2014,onions,1
4836,13-01-2014,whipped/sour cream,4
1784,5/9/2014,ham,1
2950,28-04-2014,liquor,4
2602,20-01-2014,cream cheese ,1
1087,20-04-2014,whole milk,2
3111,1/6/2014,oil,3
2831,18-05-2014,pip fruit,1
3428,21-10-2014,brown bread,4
3232,12/11/2014,whole milk,2
4983,13-12-2014,yogurt,1
4548,17-03-2014,sliced cheese,1
4388,16-08-2014,frozen fish,2
2315,27-10-2014,tea,4
3320,19-02-2014,whipped/sour cream,4
2589,31-03-2014,whole milk,2
2376,8/11/2014,rolls/buns,3
2802,15-12-2014,whole milk,2
4771,6/3/2014,coffee,3
4917,2/12/2014,pastry,2
3578,10/9/2014,oil,3
2532,21-09-2014,rolls/buns,3
2091,18-01-2014,photo/film,3
1661,21-01-2014,pip fruit,1
3517,24-10-2014,yogurt,1
4138,24-08-2014,beef,3
1312,2/9/2014,pip fruit,1
4678,13-03-2014,citrus fruit,4
1040,24-10-2014,root vegetables,5
4094,21-10-2014,canned beer,4
4584,29-08-2014,citrus fruit,4
1696,23-08-2014,domestic eggs,3
1553,23-07-2014,yogurt,1
4272,10/5/2014,domestic eggs,3
4066,7/8/2014,zwieback,2
1602,15-03-2014,yogurt,1
2595,18-08-2014,tropical fruit,4
2440,22-06-2014,coffee,3
1764,3/1/2014,honey,3
4505,24-06-2014,other vegetables,4
2643,12/12/2014,spread cheese,2
2907,15-10-2014,sausage,2
2479,18-11-2014,soda,5
4071,16-12-2014,beverages,2
4939,8/1/2014,beef,3
3756,15-11-2014,napkins,3
4024,30-03-2014,white bread,5
4132,4/11/2014,whole milk,2
3256,17-10-2014,pork,1
2396,10/5/2014,pip fruit,1
2471,12/8/2014,other vegetables,4
1248,14-08-2014,tropical fruit,4
3957,3/10/2014,rolls/buns,3
4347,9/7/2014,citrus fruit,4
3840,11/1/2014,butter,4
3864,30-12-2014,other vegetables,4
3918,6/12/2014,tropical fruit,4
3539,27-08-2014,white wine,4
4676,13-11-2014,domestic eggs,3
1589,11/1/2014,dessert,2
4415,14-07-2014,pip fruit,1
1597,23-12-2014,other vegetables,4
2743,12/5/2014,beef,3
3646,26-05-2014,newspapers,1
2796,18-04-2014,other vegetables,4
4638,3/11/2014,nuts/prunes,2
2501,5/6/2014,other vegetables,4
3082,7/9/2014,tropical fruit,4
3942,7/3/2014,white wine,4
1602,2/8/2014,ice cream,3
4668,4/5/2014,chicken,4
4661,30-05-2014,whipped/sour cream,4
1889,16-11-2014,root vegetables,5
1097,26-11-2014,hard cheese,2
3033,25-09-2014,other vegetables,4
2251,6/2/2014,citrus fruit,4
4957,15-05-2014,misc. beverages,5
2751,4/6/2014,frozen meals,1
2141,23-02-2014,yogurt,1
3667,15-04-2014,fruit/vegetable juice,4
2531,24-08-2014,herbs,5
1785,25-05-2014,curd,2
3330,19-08-2014,tropical fruit,4
2048,17-12-2014,rolls/buns,3
3337,19-08-2014,citrus fruit,4
3749,10/12/2014,pip fruit,1
4190,30-12-2014,soda,5
1136,15-07-2014,root vegetables,5
4797,11/2/2014,citrus fruit,4
1224,31-08-2014,UHT-milk,2
3903,16-04-2014,butter,4
1803,25-10-2014,citrus fruit,4
2056,26-12-2014,citrus fruit,4
1852,14-07-2014,soda,5
4962,17-10-2014,whole milk,2
4183,26-03-2014,other vegetables,4
2673,23-04-2014,root vegetables,5
4348,6/8/2014,citrus fruit,4
2629,26-05-2014,whole milk,2
1256,14-10-2014,sugar,2
1051,13-01-2014,hamburger meat,2
4014,31-07-2014,other vegetables,4
4078,11/1/2014,ham,1
3962,13-12-2014,white bread,5
3182,19-02-2014,beef,3
1013,28-03-2014,mustard,1
1913,14-12-2014,rolls/buns,3
2694,9/10/2014,rolls/buns,3
2952,24-09-2014,sugar,2
2849,28-05-2014,pip fruit,1
2608,17-10-2014,pastry,2
1966,23-09-2014,rolls/buns,3
2361,15-12-2014,hard cheese,2
4469,29-11-2014,root vegetables,5
4910,27-11-2014,soda,5
1526,13-07-2014,yogurt,1
2772,7/11/2014,rolls/buns,3
2059,7/9/2014,whole milk,2
1793,25-08-2014,beef,3
4753,1/12/2014,whole milk,2
4915,11/1/2014,yogurt,1
1281,28-07-2014,rolls/buns,3
3262,16-04-2014,pip fruit,1
4391,23-01-2014,canned fish,2
4751,29-11-2014,soft cheese,3
4643,9/3/2014,other vegetables,4
4015,18-12-2014,hamburger meat,2
3561,28-12-2014,other vegetables,4
1018,1/10/2014,curd,2
1065,23-01-2014,hamburger meat,2
4779,7/5/2014,pip fruit,1
4615,29-10-2014,whole milk,2
4522,27-05-2014,other vegetables,4
2207,9/4/2014,rolls/buns,3
3866,19-08-2014,onions,1
2530,30-10-2014,bottled water,4
1189,23-02-2014,tropical fruit,4
4499,25-06-2014,soda,5
4828,26-08-2014,frozen vegetables,4
1738,15-07-2014,brown bread,4
1587,15-05-2014,rolls/buns,3
4206,27-11-2014,frozen vegetables,4
3118,7/11/2014,other vegetables,4
4462,28-03-2014,chewing gum,3
2872,6/8/2014,liquor (appetizer),2
1791,5/8/2014,pork,1
2809,1/4/2014,bottled beer,3
2568,22-12-2014,canned beer,4
3758,16-07-2014,grapes,2
4237,20-05-2014,pork,1
4779,15-06-2014,citrus fruit,4
3575,16-11-2014,butter milk,5
2097,28-09-2014,rolls/buns,3
3573,13-10-2014,herbs,5
2425,11/11/2014,rolls/buns,3
1115,3/8/2014,other vegetables,4
3518,10/8/2014,candy,5
3073,6/7/2014,fruit/vegetable juice,4
1654,7/6/2014,whole milk,2
2343,6/4/2014,white bread,5
4499,20-12-2014,fruit/vegetable juice,4
3910,30-12-2014,newspapers,1
3893,8/1/2014,salty snack,1
2713,7/11/2014,coffee,3
4510,12/3/2014,citrus fruit,4
1466,25-04-2014,root vegetables,5
4636,28-07-2014,soda,5
1554,23-05-2014,pip fruit,1
3039,20-08-2014,finished products,3
4124,31-05-2014,fruit/vegetable juice,4
1533,15-03-2014,cream cheese ,1
4110,3/12/2014,domestic eggs,3
3042,14-09-2014,other vegetables,4
4915,28-06-2014,other vegetables,4
3271,20-11-2014,soda,5
1245,27-09-2014,coffee,3
4915,20-02-2014,sausage,2
4062,27-11-2014,yogurt,1
3687,1/10/2014,rolls/buns,3
3020,13-06-2014,rolls/buns,3
2388,20-02-2014,pork,1
3896,11/7/2014,newspapers,1
1453,13-03-2014,citrus fruit,4
1294,5/7/2014,hygiene articles,1
3034,6/10/2014,sausage,2
1707,22-12-2014,bottled beer,3
1676,15-05-2014,other vegetables,4
1652,15-03-2014,root vegetables,5
1573,18-05-2014,pastry,2
3712,14-08-2014,male cosmetics,5
3045,15-06-2014,turkey,2
1827,1/9/2014,soda,5
4860,13-01-2014,pastry,2
4353,12/7/2014,tropical fruit,4
4782,12/10/2014,whole milk,2
1687,31-07-2014,chicken,4
1421,26-12-2014,beverages,2
1110,13-10-2014,bottled water,4
2838,28-04-2014,liver loaf,1
3347,21-11-2014,soda,5
1159,6/2/2014,frozen vegetables,4
1309,10/8/2014,curd,2
3573,26-08-2014,yogurt,1
4673,20-08-2014,whole milk,2
2898,7/1/2014,rolls/buns,3
2820,24-11-2014,tropical fruit,4
4250,17-01-2014,yogurt,1
3909,13-08-2014,root vegetables,5
1289,9/8/2014,root vegetables,5
4561,4/9/2014,tropical fruit,4
1618,3/4/2014,canned fruit,2
4987,12/4/2014,other vegetables,4
1053,16-05-2014,waffles,1
1829,26-02-2014,brown bread,4
4601,27-03-2014,sausage,2
3101,2/9/2014,frozen dessert,3
4087,4/9/2014,pork,1
3276,8/8/2014,sausage,2
2901,14-04-2014,beverages,2
1332,18-04-2014,condensed milk,2
3368,21-08-2014,rolls/buns,3
4450,1/2/2014,beef,3
2843,14-04-2014,rolls/buns,3
3512,19-01-2014,other vegetables,4
2380,21-05-2014,long life bakery product,2
2371,22-05-2014,UHT-milk,2
1065,5/11/2014,tropical fruit,4
1969,10/2/2014,pork,1
2308,13-04-2014,yogurt,1
2350,30-05-2014,rolls/buns,3
1493,28-01-2014,root vegetables,5
4036,3/8/2014,pastry,2
3293,19-01-2014,nuts/prunes,2
4646,16-01-2014,whole milk,2
1163,30-04-2014,white bread,5
2273,14-08-2014,tropical fruit,4
3384,23-07-2014,sugar,2
4940,20-08-2014,soda,5
4528,27-06-2014,cookware,1
4367,3/10/2014,shopping bags,3
1283,9/2/2014,butter,4
2699,3/12/2014,sliced cheese,1
4483,3/7/2014,other vegetables,4
3841,1/8/2014,specialty cheese,4
4495,23-10-2014,whole milk,2
1565,2/7/2014,chewing gum,3
3961,18-12-2014,tropical fruit,4
2044,26-11-2014,pip fruit,1
2961,14-03-2014,pastry,2
2857,30-05-2014,meat,4
1797,31-07-2014,hard cheese,2
1912,19-10-2014,misc. beverages,5
3515,6/9/2014,root vegetables,5
1052,13-10-2014,soda,5
4888,4/6/2014,onions,1
2925,1/4/2014,male cosmetics,5
4145,17-05-2014,onions,1
1028,10/11/2014,soda,5
3779,27-10-2014,ham,1
3890,20-01-2014,newspapers,1
3608,16-11-2014,waffles,1
2828,1/2/2014,meat,4
1110,11/12/2014,soda,5
2811,22-07-2014,chocolate,5
1859,14-01-2014,soda,5
1783,12/5/2014,bottled water,4
2272,5/6/2014,whole milk,2
3159,23-07-2014,other vegetables,4
4846,4/12/2014,pot plants,5
2314,28-07-2014,whipped/sour cream,4
2646,23-10-2014,napkins,3
2443,4/2/2014,seasonal products,2
4979,18-11-2014,brown bread,4
3176,10/7/2014,bottled water,4
3641,1/2/2014,root vegetables,5
3560,26-11-2014,soft cheese,3
2956,3/5/2014,rolls/buns,3
4009,18-09-2014,canned fish,2
4597,17-07-2014,finished products,3
2438,25-05-2014,tropical fruit,4
1189,4/7/2014,bottled beer,3
4527,22-03-2014,newspapers,1
2731,27-08-2014,whole milk,2
1863,1/6/2014,bottled beer,3
3532,17-08-2014,whole milk,2
3309,19-03-2014,beef,3
1535,8/6/2014,napkins,3
2764,30-03-2014,tropical fruit,4
4140,29-01-2014,brown bread,4
2363,3/12/2014,white bread,5
2496,26-11-2014,zwieback,2
2814,15-12-2014,root vegetables,5
1100,18-12-2014,whole milk,2
2005,22-11-2014,brown bread,4
2673,16-12-2014,yogurt,1
3876,10/12/2014,domestic eggs,3
3483,19-10-2014,citrus fruit,4
4130,3/8/2014,liquor,4
2528,15-03-2014,candy,5
4153,27-07-2014,root vegetables,5
4407,25-12-2014,soda,5
2907,17-04-2014,citrus fruit,4
3541,18-03-2014,rolls/buns,3
2882,12/12/2014,sliced cheese,1
3507,13-02-2014,photo/film,3
3104,22-10-2014,dessert,2
1286,19-07-2014,bottled beer,3
3756,3/11/2014,yogurt,1
2242,1/12/2014,frozen vegetables,4
4481,11/8/2014,frozen meals,1
4910,26-02-2014,frozen meals,1
1287,7/8/2014,canned fruit,2
3067,17-11-2014,frozen potato products,2
1204,18-05-2014,root vegetables,5
4318,27-03-2014,pastry,2
3218,11/6/2014,cereals,5
2772,19-08-2014,soda,5
3823,10/12/2014,whole milk,2
1325,30-04-2014,napkins,3
1211,13-12-2014,specialty bar,5
1613,17-01-2014,tropical fruit,4
3706,17-11-2014,frozen potato products,2
3435,22-01-2014,other vegetables,4
1828,12/6/2014,canned beer,4
4204,11/11/2014,curd,2
1004,1/7/2014,canned beer,4
1520,3/6/2014,beef,3
3031,1/12/2014,whole milk,2
2450,31-07-2014,salt,5
1878,2/1/2014,root vegetables,5
3012,24-07-2014,whole milk,2
3484,6/8/2014,pip fruit,1
1908,30-05-2014,misc. beverages,5
4126,18-10-2014,coffee,3
3359,7/6/2014,shopping bags,3
2747,17-09-2014,whole milk,2
2467,30-11-2014,onions,1
4993,15-08-2014,onions,1
1738,10/8/2014,whole milk,2
2755,30-10-2014,salty snack,1
3035,21-02-2014,misc. beverages,5
4267,12/11/2014,rolls/buns,3
1907,20-04-2014,hamburger meat,2
3568,14-08-2014,bottled beer,3
1798,29-05-2014,beverages,2
3289,2/2/2014,hard cheese,2
4853,20-07-2014,misc. beverages,5
2144,13-05-2014,pork,1
2079,26-08-2014,turkey,2
3689,10/9/2014,pastry,2
4913,6/11/2014,rolls/buns,3
3830,1/4/2014,margarine,3
2829,7/7/2014,pork,1
4138,7/10/2014,salty snack,1
3484,19-11-2014,UHT-milk,2
2413,16-09-2014,yogurt,1
2164,30-09-2014,pork,1
3393,2/7/2014,whole milk,2
4325,3/3/2014,ice cream,3
1205,30-04-2014,whole milk,2
4793,14-12-2014,pork,1
4194,23-02-2014,root vegetables,5
2018,5/2/2014,tropical fruit,4
1881,18-08-2014,soda,5
3967,23-01-2014,hard cheese,2
4305,3/12/2014,whole milk,2
2637,18-06-2014,whole milk,2
2631,20-02-2014,frozen vegetables,4
1630,22-10-2014,whole milk,2
4860,30-05-2014,bottled water,4
2014,7/6/2014,dessert,2
1197,19-03-2014,pip fruit,1
1572,31-03-2014,bottled beer,3
1833,20-10-2014,other vegetables,4
3737,5/9/2014,other vegetables,4
3860,6/10/2014,rolls/buns,3
1954,16-08-2014,hamburger meat,2
1923,2/2/2014,meat,4
1052,4/1/2014,beef,3
2773,30-05-2014,female sanitary products,1
2070,13-04-2014,skin care,5
2632,10/12/2014,other vegetables,4
4999,19-05-2014,other vegetables,4
3158,4/10/2014,citrus fruit,4
3763,15-07-2014,tropical fruit,4
1740,26-07-2014,tropical fruit,4
3548,13-03-2014,tropical fruit,4
2404,22-10-2014,soda,5
2258,19-10-2014,soda,5
2795,19-03-2014,root vegetables,5
1270,12/7/2014,cake bar,4
4803,12/1/2014,root vegetables,5
1542,8/12/2014,hamburger meat,2
4929,8/5/2014,beef,3
4620,16-03-2014,root vegetables,5
2836,6/11/2014,meat,4
1692,12/6/2014,chewing gum,3
4563,20-05-2014,root vegetables,5
4210,17-03-2014,tropical fruit,4
1971,28-05-2014,white wine,4
1280,13-04-2014,butter milk,5
2632,22-06-2014,beef,3
3430,12/8/2014,tropical fruit,4
3554,15-01-2014,white bread,5
1924,22-11-2014,root vegetables,5
1064,21-04-2014,cream cheese ,1
3208,2/12/2014,fruit/vegetable juice,4
1895,6/4/2014,other vegetables,4
1865,17-02-2014,onions,1
4316,4/8/2014,whole milk,2
3411,2/5/2014,other vegetables,4
4855,27-08-2014,whole milk,2
3782,15-01-2014,pip fruit,1
4394,13-11-2014,curd,2
2112,3/6/2014,soda,5
3768,6/1/2014,dessert,2
1109,14-10-2014,curd,2
3850,14-06-2014,frozen vegetables,4
1466,24-05-2014,root vegetables,5
3785,12/7/2014,other vegetables,4
3116,22-05-2014,ham,1
3705,18-05-2014,frozen meals,1
4916,11/1/2014,grapes,2
3467,20-10-2014,beef,3
2523,11/10/2014,pip fruit,1
2916,12/8/2014,whole milk,2
3675,15-11-2014,pork,1
1206,3/2/2014,tropical fruit,4
1621,28-08-2014,sugar,2
2629,9/7/2014,tropical fruit,4
2712,15-08-2014,rolls/buns,3
2486,19-04-2014,curd,2
3166,3/5/2014,other vegetables,4
3120,2/1/2014,beef,3
4060,1/10/2014,other vegetables,4
4443,19-10-2014,frozen meals,1
2180,27-09-2014,other vegetables,4
2552,11/7/2014,pot plants,5
4022,10/7/2014,roll products ,2
2617,12/8/2014,root vegetables,5
2937,24-04-2014,sausage,2
3516,9/9/2014,long life bakery product,2
3582,16-06-2014,tropical fruit,4
2022,28-03-2014,curd cheese,5
2345,9/6/2014,whipped/sour cream,4
2837,5/11/2014,brandy,3
3715,4/4/2014,whole milk,2
3010,13-06-2014,pork,1
2428,11/2/2014,yogurt,1
4512,12/8/2014,root vegetables,5
1194,16-01-2014,whole milk,2
2492,14-03-2014,soft cheese,3
3732,14-07-2014,butter,4
1653,20-12-2014,citrus fruit,4
3117,19-03-2014,cat food,4
1506,25-12-2014,cat food,4
3110,23-07-2014,processed cheese,4
2274,22-02-2014,pork,1
3074,3/11/2014,processed cheese,4
4969,9/9/2014,other vegetables,4
2546,4/6/2014,fish,5
4434,30-01-2014,domestic eggs,3
2931,5/7/2014,pip fruit,1
1329,29-01-2014,canned beer,4
3797,7/9/2014,semi-finished bread,1
1525,13-07-2014,sausage,2
3704,3/12/2014,other vegetables,4
3221,28-07-2014,soft cheese,3
1118,2/3/2014,bottled beer,3
4891,2/6/2014,specialty bar,5
2716,3/9/2014,yogurt,1
1083,15-07-2014,specialty chocolate,5
